4,7846239731277,153412984164424,5273,5442721559144794786,1,232395010837347,5113,1330032163065156435,1,220605219824765,6868,3984933294825780195,1
10,114399057602038,77769936447960,8306,5569982316446613312,1,237836035974605,6849,419153754735105233,1,97450449401317,8607,308924266161901130,1
10,215463138644786,117102457544526,4714,5822098117534330421,1,161914904668782,4704,7027027070561757065,1,189312099592782,2551,3692893501585960757,1
45,135648081278525,260764618727883,5527,1569671143864970465,1,118689680783922,7498,6684548519407419441,1,33388770201850,5648,7034947096324181521,1
55,271270977174093,221128678860028,2518,5168373978198943280,1,254259235349314,3742,7311209258190869483,1,176853627578083,8622,2487895878643880497,1
61,61295658983062,253884629020394,6056,3264227762347120254,1,209352834037650,9168,4716553559338880119,1,179157102985137,6772,8640356715314305897,1
66,204578928628829,198447446430135,5331,2542394005206722961,1,134298003369555,5256,5553309923427918333,1,188663036468653,50,7893693285748870155,1
93,256656691214483,242197099599787,4881,6008159361815034670,1,41890911389386,8575,736148152554893788,1,141021010465008,1183,5720565626988356797,1
96,176056025440310,281102379295686,9254,8466066522197617295,1,91650390017295,6427,8190986860201680231,1,4304294664452,7888,7059362966467879376,1
98,17063818735124,243677683637154,8794,4190637152916666348,1,51185088352964,5703,5108960727075991873,1,93157772959103,896,2025336802934792527,1
110,51726864082822,55856757143751,2286,1091044672675485902,1,106414911714140,3064,751816006232509056,1,61846287235498,5959,3973625462321188950,1
123,116478861177304,257184448908739,150,3710676712019683793,1,78108154584464,6623,735507756169208286,1,190159158345226,796,4705063573740421668,1
137,51770077010593,211217560899348,1989,8880983922507064205,1,109452459636540,7625,7654627805637121276,1,28109751218016,8228,7487502292610251850,1
147,126463421812341,255597986280473,9632,1639038524050511407,1,5049170934118,2855,2547724485534705284,1,228591229035604,2848,7502977371871237129,1
168,94622486000239,248845794747217,4967,2520345014575621941,1,175966371544464,5776,8469092779059302286,1,118461346009642,3144,5423067078173942164,1
170,201385717581485,134619409085646,1011,127661684348866285,1,162005965849267,2845,397345322760217429,1,218353385774098,3299,6099536825503274511,1
180,80123495148818,44093850490488,7253,8608035139486356086,1,157120138800157,6932,168978487599842949,1,175763566173179,4848,498365063170426267,1
185,205191155032500,197537424928790,2721,1153090486333260044,1,249687432250519,3705,8279156385151813137,1,29859987899537,4577,2554471657896880334,1
192,222620812792491,153476267734991,3397,1653110158133360729,1,172203207646640,1628,8919888861235822696,1,20064955207743,5181,3251566442242434884,1
198,210252807869087,78386129390733,3588,6169128984748778351,1,13615851558762,3017,4037867966344765060,1,80595806519610,4780,306215150868019904,1
219,163544554800037,215131618049718,8813,2009347196578075934,1,115055564293285,3327,6231543514556298801,1,76474208905106,7997,5462311205036126608,1
222,176925989595358,237318950563446,1417,3141169110855296794,1,166517978615316,4221,5460689286086811353,1,60049572378513,7498,4194730384476040063,1
226,112678217931798,280329208207989,3232,3444479025329778245,1,277011343226968,5801,502892078576672895,1,138386462252689,3301,2750065458832132592,1
233,73206810520337,22636949236383,3566,5501605695748590998,1,229325307771105,709,5013041397814212491,1,154371946179866,2497,1687499386070273026,1
233,92691533204722,266900438444235,9573,7280222620775280005,1,137711868435026,4644,1525340243673670362,1,146428270568731,3931,2928263991525779399,1
241,162791543168705,211541072198712,5640,6906157258442695930,1,19663610544746,5805,5716367888331887822,1,27485247211714,6455,1035717857976109134,1
247,8350726555885,187382243167774,5649,5748425351337074564,1,251095852580063,806,1573111351333048525,1,111487495482539,575,4637395038457947352,1
249,97815729291140,88154937164979,6959,6293966959592792644,1,64669062651696,1958,4728025278379727036,1,83145637823697,4168,560673840577759492,1
260,205934198305744,45070822862087,6092,148414929097525473,1,201831740358890,1957,805630611746078068,1,235275985002062,4359,5887928164053480974,1
262,245718502315433,262519621535497,4753,5902629245209710330,1,6737459116978,3035,5547519280044281494,1,237070064436783,3435,3651162257144559202,1
300,250313220121502,68675412799428,3962,9102892868278727998,1,9319320032969,8435,7044857168061603275,1,71866282803582,9683,5176258755908169100,1
304,45554713398230,218872791872741,7586,9149245986408784410,1,54028668532345,7214,4569997560101771625,1,41001256841892,9409,3892099925633568665,1
324,100349220851292,243893046280576,560,7855338139580161034,1,20013561882008,1481,5288564097869402513,1,154538392939472,7722,5551639368854491222,1
337,250549396701647,73646354210766,4731,3705878357470860487,1,239520885078141,795,1664216782745759582,1,146886583350976,3012,9057906838171159940,1
339,249162106915139,36999048757365,9394,486072989370905641,1,263367650604853,5464,5739800593627489631,1,112794246367411,1920,1964579811057852468,1
340,86838246570254,173776523192127,949,8631799043676013787,1,17082187335163,2227,4100093060214525304,1,108218049269990,4355,831865370637816176,1
369,194449146523672,24576617159836,4668,1594392073038861759,1,89270122094001,5096,4787689668884868317,1,153611835112528,2706,7837871423714698071,1
